Data from AgNP_FTO_APTES_CRN_100uM_R6G_10uM_NaF_0.1M_Addition_RamanShift__1__18-32-38-107.txt Node

Date: Wed Dec 15 18:32:38 GMT 2021
User: TCL
Spectrometer: QEP01345
Trigger mode: 4
Integration Time (sec): 7.000000E0
Scans to average: 10
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Raman Shifts
Number of Pixels in Spectrum: 1044
>>>>>Begin Spectral Data<<<<<
46.04893	1.1125
50.45542	-1.4875
54.85868	-0.8875
59.25871	-1.8875
63.6555	61.2125
68.04907	70.6125
72.43941	71.3125
76.82654	74.3125
81.21044	77.7125
85.59113	80.3125
89.96862	82.8125
94.34289	82.8125
98.71396	89.2125
103.08183	92.9125
107.4465	95.9125
111.80798	96.4125
116.16626	99.9125
120.52136	100.1125
124.87327	104.8125
129.222	107.2125
133.56755	112.2125
137.90993	120.6125
142.24913	131.6125
146.58517	144.1125
150.91804	169.0125
155.24774	197.8125
159.57429	241.3125
163.89768	309.3125
168.21792	405.9125
172.53501	547.6125
176.84895	759.7125
181.15975	1072.9125
185.46741	1504.2125
189.77193	2061.9125
194.07331	2748.5125
198.37157	3550.0125
202.6667	4411.8125
206.9587	5254.7125
211.24758	6077.6125
215.53334	6886.5125
219.81599	7766.5125
224.09553	8717.7125
228.37195	9783.9125
232.64527	10953.7125
236.91549	12187.4125
241.18261	13434.5125
245.44663	14588.4125
249.70755	15642.2125
253.96539	16528.4125
258.22014	17263.9125
262.4718	17906.0125
266.72039	18293.6125
270.96589	18464.9125
275.20832	18482.2125
279.44768	18342.3125
283.68397	18101.6125
287.91719	17876.4125
292.14735	17720.1125
296.37445	17674.3125
300.59849	17714.6125
304.81948	17796.5125
309.03742	17863.5125
313.25231	17770.1125
317.46415	17522.1125
321.67296	17111.1125
325.87872	16788.1125
330.08145	16589.4125
334.28114	16600.0125
338.47781	16732.9125
342.67145	16966.4125
346.86207	17251.7125
351.04966	17606.7125
355.23424	17943.5125
359.4158	18193.5125
363.59435	18385.4125
367.76989	18471.8125
371.94243	18507.3125
376.11196	18559.5125
380.27849	18611.6125
384.44203	18701.1125
388.60257	18822.6125
392.76012	19059.9125
396.91468	19303.2125
401.06626	19630.8125
405.21485	19882.6125
409.36047	19834.5125
413.50311	19563.3125
417.64277	19278.8125
421.77947	19145.3125
425.9132	19110.5125
430.04396	19121.2125
434.17176	19198.4125
438.2966	19269.1125
442.41849	19511.3125
446.53742	19945.3125
450.6534	20348.4125
454.76644	20632.8125
458.87653	20683.7125
462.98368	20628.9125
467.08789	20501.6125
471.18916	20363.2125
475.2875	20202.5125
479.38291	20132.4125
483.4754	19991.9125
487.56496	19869.7125
491.6516	19679.4125
495.73531	19482.7125
499.81612	19477.0125
503.89401	19543.4125
507.96899	19601.3125
512.04106	19663.5125
516.11023	19684.3125
520.1765	19689.5125
524.23987	19667.7125
528.30034	19620.4125
532.35792	19500.5125
536.41261	19267.8125
540.46441	19054.9125
544.51333	18993.1125
548.55936	19146.3125
552.60252	19453.0125
556.64279	19771.4125
560.6802	20035.9125
564.71473	20093.4125
568.7464	20242.3125
572.7752	20529.4125
