Data from AgNPs_FTO_APTES_UA_50uM_CRN_10uM_R6G_10uM_NaF_0.1M_Addition_RamanShift__24__13-41-24-892.txt Node

Date: Mon Feb 21 13:41:24 GMT 2022
User: TCL
Spectrometer: QEP01345
Trigger mode: 4
Integration Time (sec): 7.000000E0
Scans to average: 10
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Raman Shifts
Number of Pixels in Spectrum: 1044
>>>>>Begin Spectral Data<<<<<
46.04893	-1
50.45542	-0.6
54.85868	-1
59.25871	-1.8
63.6555	70.7
68.04907	80.6
72.43941	81.7
76.82654	84
81.21044	88
85.59113	91.9
89.96862	96
94.34289	101.3
98.71396	100.2
103.08183	109.4
107.4465	107.8
111.80798	107
116.16626	115.3
120.52136	113.4
124.87327	125.9
129.222	125.4
133.56755	131.8
137.90993	147.7
142.24913	160.3
146.58517	176.7
150.91804	209.3
155.24774	247.6
159.57429	312.5
163.89768	398.2
168.21792	537.2
172.53501	725.4
176.84895	1022.1
181.15975	1425.4
185.46741	1990.3
189.77193	2764.2
194.07331	3708.7
198.37157	4780.1
202.6667	5932.1
206.9587	7112.2
211.24758	8306.9
215.53334	9568.7
219.81599	10969.8
224.09553	12587.2
228.37195	14400.9
232.64527	16316
236.91549	18246.1
241.18261	19862.4
245.44663	21179.9
249.70755	22185.5
253.96539	22995.2
258.22014	23705.3
262.4718	24332.8
266.72039	24681.1
270.96589	24819.7
275.20832	24532.3
279.44768	23974.4
283.68397	23483.4
287.91719	23232.4
292.14735	23364.9
296.37445	23971.5
300.59849	25067.8
304.81948	26419.4
309.03742	27398.3
313.25231	27396.7
317.46415	26067.8
321.67296	23923.9
325.87872	22122.9
330.08145	21302.1
334.28114	21294.4
338.47781	21699.8
342.67145	22340.7
346.86207	23407.2
351.04966	24947.2
355.23424	26714.1
359.4158	28052.9
363.59435	28708.4
367.76989	28761.4
371.94243	28515.7
376.11196	28251.5
380.27849	28003.8
384.44203	27676.3
388.60257	27280.4
392.76012	27003.9
396.91468	27213
401.06626	27912.1
405.21485	28370.6
409.36047	27692.3
413.50311	26072.9
417.64277	24492.2
421.77947	23590.3
425.9132	23253.2
430.04396	23215.6
434.17176	23333
438.2966	23740.7
442.41849	24418.7
446.53742	25340.4
450.6534	26259.9
454.76644	26816.2
458.87653	26835.5
462.98368	26529.6
467.08789	25981.3
471.18916	25338.7
475.2875	24577.5
479.38291	23966.7
483.4754	23550.2
487.56496	23157.3
491.6516	22836
